@RELATION air_quality

@ATTRIBUTE pm25 REAL
@ATTRIBUTE pm10 REAL
@ATTRIBUTE o3 REAL
@ATTRIBUTE no2 REAL
@ATTRIBUTE so2 REAL
@ATTRIBUTE quality {good,hazardous,moderate,unhealthy,unhealthy_for_sensitive_groups,very_unhealthy}

@DATA
141, 67, 29, 12, 11, unhealthy_for_sensitive_groups
152, 27, 32, 2, 9, unhealthy
58, 27, 30, 5, 10, moderate
50, 49, 27, 19, 17, good
84, 45, 32, 8, 14, moderate
95, 30, 32, 6, 9, moderate
48, 51, 30, 15, 14, moderate
96, 65, 33, 21, 15, moderate
143, 97, 34, 28, 30, unhealthy_for_sensitive_groups
176, 102, 32, 21, 30, unhealthy
185, 34, 33, 9, 14, unhealthy
74, 57, 30, 17, 20, moderate
102, 82, 31, 14, 14, unhealthy_for_sensitive_groups
136, 43, 34, 2, 7, unhealthy_for_sensitive_groups
56, 55, 29, 14, 21, moderate
81, 100, 35, 28, 33, moderate
167, 91, 36, 22, 23, unhealthy
161, 46, 37, 13, 14, unhealthy
91, 55, 40, 15, 16, moderate
100, 75, 68, 9, 12, moderate
152, 65, 41, 13, 7, unhealthy
155, 83, 36, 16, 11, unhealthy
162, 81, 39, 8, 10, unhealthy
153, 34, 39, 3, 8, unhealthy
76, 47, 36, 6, 11, moderate
89, 54, 38, 7, 11, moderate
124, 32, 32, 11, 8, unhealthy_for_sensitive_groups
90, 264, 29, 6, 11, very_unhealthy
142, 87, 28, 11, 13, unhealthy_for_sensitive_groups
100, 83, 42, 9, 13, moderate
120, 88, 39, 9, 8, unhealthy_for_sensitive_groups
161, 36, 37, 4, 9, unhealthy
88, 33, 35, 3, 8, moderate
52, 41, 30, 14, 16, moderate
76, 134, 28, 12, 13, unhealthy_for_sensitive_groups
113, 90, 46, 11, 16, unhealthy_for_sensitive_groups
144, 71, 40, 8, 10, unhealthy_for_sensitive_groups
126, 32, 36, 3, 7, unhealthy_for_sensitive_groups
50, 45, 43, 12, 15, good
79, 49, 43, 8, 12, moderate
100, 63, 50, 10, 10, moderate
138, 59, 38, 13, 7, unhealthy_for_sensitive_groups
137, 49, 37, 4, 7, unhealthy_for_sensitive_groups
88, 58, 33, 11, 12, moderate
64, 59, 40, 15, 19, moderate
100, 60, 41, 17, 14, moderate
93, 59, 49, 20, 10, moderate
120, 70, 43, 23, 15, unhealthy_for_sensitive_groups
140, 110, 45, 21, 14, unhealthy_for_sensitive_groups
152, 70, 49, 10, 9, unhealthy
140, 46, 44, 13, 7, unhealthy_for_sensitive_groups
105, 52, 38, 16, 9, unhealthy_for_sensitive_groups
102, 101, 35, 42, 22, unhealthy_for_sensitive_groups
160, 159, 60, 45, 34, unhealthy
183, 166, 43, 30, 27, unhealthy
185, 96, 38, 14, 10, unhealthy
98, 68, 26, 23, 16, moderate
81, 75, 42, 23, 19, moderate
117, 68, 50, 15, 11, unhealthy_for_sensitive_groups
110, 74, 56, 18, 15, unhealthy_for_sensitive_groups
128, 62, 59, 13, 11, unhealthy_for_sensitive_groups
103, 66, 43, 13, 10, unhealthy_for_sensitive_groups
130, 75, 31, 20, 8, unhealthy_for_sensitive_groups
155, 70, 75, 9, 8, unhealthy
139, 37, 50, 10, 8, unhealthy_for_sensitive_groups
97, 48, 52, 12, 9, moderate
52, 44, 34, 8, 7, moderate
71, 26, 38, 7, 6, moderate
60, 58, 24, 29, 9, moderate
78, 55, 54, 16, 6, moderate
84, 47, 49, 11, 6, moderate
77, 61, 61, 20, 8, moderate
100, 65, 70, 14, 8, moderate
111, 59, 70, 12, 6, unhealthy_for_sensitive_groups
96, 65, 65, 16, 6, moderate
111, 57, 48, 14, 6, unhealthy_for_sensitive_groups
97, 64, 39, 12, 6, moderate
95, 54, 35, 4, 6, moderate
61, 36, 33, 11, 7, moderate
55, 72, 45, 17, 14, moderate
107, 51, 30, 11, 8, unhealthy_for_sensitive_groups
66, 60, 49, 11, 8, moderate
63, 72, 80, 11, 9, moderate
95, 33, 39, 10, 6, moderate
57, 23, 38, 9, 7, moderate
50, 66, 49, 10, 9, moderate
140, 85, 42, 21, 8, unhealthy_for_sensitive_groups
149, 74, 61, 16, 9, unhealthy_for_sensitive_groups
127, 80, 85, 9, 9, unhealthy_for_sensitive_groups
137, 60, 78, 8, 9, unhealthy_for_sensitive_groups
89, 63, 43, 6, 7, moderate
78, 63, 30, 10, 6, moderate
71, 59, 30, 26, 8, moderate
88, 58, 37, 19, 10, moderate
89, 53, 32, 22, 8, moderate
72, 36, 62, 11, 8, moderate
64, 72, 46, 19, 10, moderate
130, 40, 31, 11, 9, unhealthy_for_sensitive_groups
71, 51, 22, 19, 10, moderate
60, 64, 32, 18, 15, moderate
99, 83, 47, 17, 14, moderate
143, 61, 26, 6, 8, unhealthy_for_sensitive_groups
111, 34, 28, 4, 17, unhealthy_for_sensitive_groups
61, 56, 24, 20, 17, moderate
91, 73, 37, 23, 11, moderate
141, 107, 51, 28, 18, unhealthy_for_sensitive_groups
177, 128, 38, 26, 18, unhealthy
207, 51, 28, 7, 9, very_unhealthy
73, 46, 29, 12, 9, moderate
48, 54, 18, 45, 15, moderate
135, 62, 24, 50, 7, unhealthy_for_sensitive_groups
109, 65, 36, 38, 9, unhealthy_for_sensitive_groups
136, 55, 36, 33, 8, unhealthy_for_sensitive_groups
116, 73, 28, 19, 11, unhealthy_for_sensitive_groups
146, 74, 34, 14, 13, unhealthy_for_sensitive_groups
153, 59, 50, 17, 5, unhealthy
124, 120, 39, 42, 14, unhealthy_for_sensitive_groups
207, 129, 42, 40, 8, very_unhealthy
225, 88, 19, 44, 7, very_unhealthy
163, 63, 37, 24, 6, unhealthy
145, 27, 26, 22, 8, unhealthy_for_sensitive_groups
68, 61, 21, 30, 14, moderate
102, 87, 16, 26, 10, unhealthy_for_sensitive_groups
166, 35, 39, 9, 4, unhealthy
98, 55, 26, 16, 13, moderate
122, 49, 29, 19, 6, unhealthy_for_sensitive_groups
117, 116, 27, 4, 3, unhealthy_for_sensitive_groups
66, 34, 24, 10, 11, moderate
51, 55, 22, 14, 28, moderate
82, 47, 27, 7, 8, moderate
50, 25, 28, 6, 6, good
47, 43, 29, 14, 11, good
74, 60, 12, 23, 11, moderate
127, 39, 29, 13, 11, unhealthy_for_sensitive_groups
82, 57, 18, 20, 19, moderate
110, 81, 13, 25, 16, unhealthy_for_sensitive_groups
147, 51, 28, 8, 9, unhealthy_for_sensitive_groups
83, 53, 23, 11, 19, moderate
73, 50, 23, 13, 15, moderate
65, 72, 17, 21, 26, moderate
111, 109, 16, 30, 34, unhealthy_for_sensitive_groups
170, 39, 24, 6, 7, unhealthy
80, 39, 27, 11, 12, moderate
59, 63, 25, 14, 20, moderate
116, 73, 31, 18, 16, unhealthy_for_sensitive_groups
121, 33, 26, 7, 8, unhealthy_for_sensitive_groups
71, 34, 21, 11, 14, moderate
67, 74, 19, 23, 33, moderate
113, 93, 16, 29, 27, unhealthy_for_sensitive_groups
158, 56, 33, 15, 12, unhealthy
115, 50, 28, 19, 15, unhealthy_for_sensitive_groups
86, 61, 24, 20, 15, moderate
110, 53, 25, 13, 20, unhealthy_for_sensitive_groups
104, 166, 15, 40, 52, unhealthy
149, 77, 54, 7, 7, unhealthy_for_sensitive_groups
131, 62, 70, 10, 10, unhealthy_for_sensitive_groups
108, 65, 71, 8, 8, unhealthy_for_sensitive_groups
115, 43, 48, 5, 6, unhealthy_for_sensitive_groups
79, 26, 56, 5, 7, moderate
50, 49, 56, 10, 9, moderate
74, 29, 40, 6, 7, moderate
57, 37, 57, 8, 10, moderate
57, 87, 73, 20, 16, moderate
110, 82, 100, 16, 15, unhealthy_for_sensitive_groups
131, 77, 25, 29, 12, unhealthy_for_sensitive_groups
124, 75, 76, 16, 11, unhealthy_for_sensitive_groups
125, 74, 88, 11, 10, unhealthy_for_sensitive_groups
145, 72, 66, 6, 6, unhealthy_for_sensitive_groups
128, 58, 73, 6, 7, unhealthy_for_sensitive_groups
106, 54, 66, 5, 6, unhealthy_for_sensitive_groups
98, 67, 75, 5, 8, moderate
116, 66, 86, 6, 11, unhealthy_for_sensitive_groups
110, 42, 39, 4, 7, unhealthy_for_sensitive_groups
75, 34, 34, 3, 7, moderate
61, 39, 60, 5, 8, moderate
73, 57, 53, 13, 10, moderate
82, 40, 42, 10, 8, moderate
68, 21, 41, 1, 8, moderate
32, 65, 67, 12, 10, moderate
117, 86, 91, 16, 10, unhealthy_for_sensitive_groups
159, 79, 91, 6, 11, unhealthy
151, 60, 69, 5, 9, unhealthy
123, 37, 48, 5, 9, unhealthy_for_sensitive_groups
66, 31, 32, 5, 9, moderate
60, 35, 21, 5, 9, moderate
62, 32, 40, 6, 6, moderate
61, 36, 39, 8, 8, moderate
59, 62, 77, 14, 10, moderate
78, 44, 38, 13, 7, moderate
60, 41, 42, 15, 8, moderate
54, 58, 78, 12, 7, moderate
78, 44, 58, 14, 8, moderate
141, 35, 45, 25, 6, unhealthy_for_sensitive_groups
106, 52, 22, 20, 10, unhealthy_for_sensitive_groups
45, 77, 76, 9, 12, moderate
126, 54, 61, 17, 9, unhealthy_for_sensitive_groups
82, 60, 48, 18, 7, moderate
81, 49, 66, 8, 8, moderate
78, 55, 102, 8, 10, unhealthy_for_sensitive_groups
98, 79, 82, 7, 7, moderate
148, 73, 44, 7, 6, unhealthy_for_sensitive_groups
61, 54, 61, 6, 7, moderate
95, 82, 88, 18, 8, moderate
149, 80, 63, 18, 9, unhealthy_for_sensitive_groups
138, 98, 97, 11, 11, unhealthy_for_sensitive_groups
160, 65, 63, 7, 7, unhealthy
127, 41, 38, 8, 7, unhealthy_for_sensitive_groups
75, 44, 51, 7, 7, moderate
76, 44, 49, 20, 9, moderate
102, 67, 67, 44, 7, unhealthy_for_sensitive_groups
105, 54, 61, 12, 8, unhealthy_for_sensitive_groups
74, 46, 51, 10, 7, moderate
71, 45, 69, 10, 7, moderate
64, 46, 54, 11, 8, moderate
67, 45, 57, 12, 8, moderate
66, 41, 37, 12, 8, moderate
65, 18, 47, 6, 8, moderate
44, 36, 38, 11, 10, good
63, 58, 62, 9, 10, moderate
85, 59, 65, 7, 8, moderate
100, 40, 39, 7, 8, moderate
70, 59, 45, 10, 9, moderate
93, 41, 41, 13, 9, moderate
67, 46, 45, 21, 8, moderate
63, 53, 57, 22, 5, moderate
63, 48, 40, 18, 5, moderate
58, 50, 56, 16, 4, moderate
68, 56, 56, 10, 5, moderate
72, 46, 31, 16, 6, moderate
78, 58, 37, 21, 6, moderate
81, 49, 44, 17, 4, moderate
64, 62, 77, 17, 5, moderate
79, 65, 55, 19, 9, moderate
106, 57, 50, 10, 7, unhealthy_for_sensitive_groups
81, 40, 71, 11, 5, moderate
57, 50, 64, 15, 6, moderate
77, 45, 55, 11, 6, moderate
64, 40, 53, 6, 5, moderate
62, 29, 44, 8, 5, moderate
62, 56, 48, 16, 7, moderate
57, 51, 58, 8, 6, moderate
76, 49, 43, 11, 6, moderate
86, 41, 42, 7, 5, moderate
76, 32, 29, 5, 5, moderate
62, 38, 39, 16, 7, moderate
102, 83, 75, 18, 11, unhealthy_for_sensitive_groups
159, 75, 45, 15, 4, unhealthy
103, 80, 44, 22, 7, unhealthy_for_sensitive_groups
82, 70, 31, 16, 3, moderate
70, 94, 38, 23, 13, moderate
105, 83, 65, 15, 11, unhealthy_for_sensitive_groups
125, 65, 51, 15, 5, unhealthy_for_sensitive_groups
131, 66, 68, 9, 4, unhealthy_for_sensitive_groups
131, 63, 60, 6, 2, unhealthy_for_sensitive_groups
153, 78, 45, 19, 6, unhealthy
157, 64, 50, 13, 4, unhealthy
146, 69, 20, 21, 5, unhealthy_for_sensitive_groups
142, 98, 88, 11, 11, unhealthy_for_sensitive_groups
166, 95, 53, 12, 7, unhealthy
172, 80, 54, 12, 7, unhealthy
123, 43, 44, 11, 7, unhealthy_for_sensitive_groups
88, 58, 55, 18, 7, moderate
113, 70, 49, 21, 10, unhealthy_for_sensitive_groups
101, 98, 46, 30, 16, unhealthy_for_sensitive_groups
160, 91, 74, 26, 16, unhealthy
155, 113, 94, 21, 20, unhealthy
175, 101, 71, 12, 15, unhealthy
161, 62, 93, 8, 7, unhealthy
104, 56, 71, 8, 6, unhealthy_for_sensitive_groups
109, 46, 52, 9, 7, unhealthy_for_sensitive_groups
80, 14, 50, 4, 5, moderate
38, 40, 47, 10, 9, good
71, 58, 48, 13, 9, moderate
87, 73, 61, 20, 11, moderate
122, 73, 88, 20, 8, unhealthy_for_sensitive_groups
129, 76, 101, 7, 8, unhealthy_for_sensitive_groups
120, 49, 46, 8, 6, unhealthy_for_sensitive_groups
69, 63, 52, 4, 7, moderate
64, 60, 41, 13, 9, moderate
70, 73, 110, 9, 9, unhealthy_for_sensitive_groups
87, 70, 74, 13, 8, moderate
115, 51, 65, 13, 8, unhealthy_for_sensitive_groups
101, 64, 63, 16, 12, unhealthy_for_sensitive_groups
111, 56, 72, 11, 11, unhealthy_for_sensitive_groups
100, 32, 76, 5, 10, moderate
55, 51, 62, 7, 16, moderate
87, 70, 89, 9, 13, moderate
94, 86, 79, 11, 10, moderate
111, 73, 47, 17, 15, unhealthy_for_sensitive_groups
89, 89, 59, 17, 11, moderate
122, 62, 64, 13, 5, unhealthy_for_sensitive_groups
101, 62, 54, 16, 3, unhealthy_for_sensitive_groups
86, 60, 54, 3, 1, moderate
92, 53, 47, 5, 2, moderate
91, 71, 29, 11, 7, moderate
131, 92, 113, 11, 16, unhealthy_for_sensitive_groups
152, 87, 87, 8, 8, unhealthy
134, 39, 46, 4, 5, unhealthy_for_sensitive_groups
70, 34, 44, 6, 5, moderate
61, 75, 51, 8, 15, moderate
90, 111, 82, 13, 19, unhealthy_for_sensitive_groups
115, 58, 45, 12, 9, unhealthy_for_sensitive_groups
69, 76, 97, 13, 11, moderate
77, 95, 92, 14, 9, moderate
133, 119, 118, 11, 10, unhealthy_for_sensitive_groups
162, 71, 59, 6, 4, unhealthy
118, 48, 70, 3, 3, unhealthy_for_sensitive_groups
88, 35, 59, 5, 3, moderate
72, 35, 45, 6, 6, moderate
68, 25, 47, 5, 7, moderate
60, 61, 69, 13, 10, moderate
88, 34, 41, 13, 6, moderate
111, 41, 48, 12, 6, unhealthy_for_sensitive_groups
60, 44, 48, 9, 6, moderate
74, 44, 34, 9, 6, moderate
79, 50, 41, 10, 5, moderate
91, 58, 58, 12, 8, moderate
93, 40, 50, 11, 8, moderate
63, 51, 56, 20, 9, moderate
69, 70, 96, 9, 10, moderate
124, 101, 81, 14, 12, unhealthy_for_sensitive_groups
165, 85, 66, 12, 7, unhealthy
137, 43, 67, 8, 5, unhealthy_for_sensitive_groups
74, 55, 75, 8, 7, moderate
100, 52, 56, 7, 6, moderate
113, 47, 39, 11, 6, unhealthy_for_sensitive_groups
85, 52, 52, 9, 6, moderate
92, 58, 65, 10, 7, moderate
102, 57, 58, 15, 9, unhealthy_for_sensitive_groups
82, 58, 55, 6, 6, moderate
97, 66, 57, 6, 7, moderate
114, 38, 60, 8, 8, unhealthy_for_sensitive_groups
75, 54, 87, 19, 13, moderate
73, 41, 63, 18, 9, moderate
67, 54, 83, 11, 9, moderate
68, 91, 85, 8, 8, moderate
128, 86, 28, 24, 28, unhealthy_for_sensitive_groups
136, 71, 25, 19, 23, unhealthy_for_sensitive_groups
121, 32, 27, 11, 13, unhealthy_for_sensitive_groups
53, 97, 14, 33, 35, moderate
153, 118, 24, 29, 27, unhealthy
194, 101, 21, 30, 21, unhealthy
186, 30, 31, 5, 11, unhealthy
72, 54, 26, 20, 21, moderate
87, 77, 21, 30, 27, moderate
146, 105, 32, 33, 35, unhealthy_for_sensitive_groups
181, 26, 30, 3, 5, unhealthy
67, 51, 28, 17, 15, moderate
84, 77, 22, 26, 18, moderate
149, 140, 26, 35, 39, unhealthy_for_sensitive_groups
226, 143, 30, 32, 47, very_unhealthy
235, 114, 17, 28, 26, very_unhealthy
213, 73, 27, 23, 25, very_unhealthy
144, 74, 27, 21, 26, unhealthy_for_sensitive_groups
144, 92, 30, 18, 19, unhealthy_for_sensitive_groups
141, 30, 31, 17, 19, unhealthy_for_sensitive_groups
73, 59, 23, 18, 26, moderate
110, 71, 30, 18, 19, unhealthy_for_sensitive_groups
142, 58, 30, 17, 14, unhealthy_for_sensitive_groups
127, 59, 31, 11, 10, unhealthy_for_sensitive_groups
103, 40, 31, 6, 6, unhealthy_for_sensitive_groups
46, 30, 32, 8, 9, good
46, 41, 34, 8, 7, good
66, 35, 34, 7, 10, moderate
60, 84, 32, 12, 15, moderate
144, 64, 30, 9, 13, unhealthy_for_sensitive_groups
127, 34, 27, 11, 7, unhealthy_for_sensitive_groups
78, 64, 29, 16, 14, moderate
126, 44, 32, 4, 8, unhealthy_for_sensitive_groups
53, 38, 33, 7, 9, moderate
56, 25, 34, 5, 10, moderate
39, 29, 39, 6, 11, good
56, 42, 34, 7, 11, moderate
85, 36, 35, 7, 10, moderate
74, 35, 35, 4, 8, moderate
62, 27, 35, 5, 8, moderate
47, 42, 38, 12, 13, good
83, 77, 41, 21, 26, moderate
165, 53, 37, 12, 14, unhealthy
111, 60, 39, 18, 20, unhealthy_for_sensitive_groups
120, 77, 51, 15, 21, unhealthy_for_sensitive_groups
161, 70, 42, 15, 16, unhealthy
159, 49, 38, 8, 6, unhealthy
93, 47, 40, 10, 8, moderate
88, 71, 36, 23, 19, moderate
142, 56, 37, 13, 8, unhealthy_for_sensitive_groups
104, 84, 40, 19, 18, unhealthy_for_sensitive_groups
166, 98, 45, 23, 19, unhealthy
174, 86, 44, 20, 13, unhealthy
169, 95, 58, 14, 10, unhealthy
181, 95, 64, 15, 9, unhealthy
181, 102, 59, 21, 14, unhealthy
183, 58, 38, 13, 10, unhealthy
122, 49, 38, 7, 4, unhealthy_for_sensitive_groups
52, 54, 30, 17, 18, moderate
68, 73, 39, 21, 21, moderate
138, 71, 47, 14, 16, unhealthy_for_sensitive_groups
127, 69, 48, 13, 17, unhealthy_for_sensitive_groups
131, 48, 44, 14, 13, unhealthy_for_sensitive_groups
99, 63, 34, 16, 14, moderate
124, 53, 29, 9, 9, unhealthy_for_sensitive_groups
71, 86, 20, 26, 27, moderate
173, 45, 34, 10, 9, unhealthy
95, 50, 36, 16, 11, moderate
79, 68, 63, 11, 10, moderate
125, 58, 41, 10, 8, unhealthy_for_sensitive_groups
99, 54, 36, 12, 10, moderate
63, 76, 31, 28, 19, moderate
115, 114, 43, 28, 26, unhealthy_for_sensitive_groups
158, 123, 57, 22, 20, unhealthy
180, 95, 69, 22, 16, unhealthy
167, 70, 47, 18, 10, unhealthy
138, 76, 45, 23, 17, unhealthy_for_sensitive_groups
132, 52, 45, 10, 9, unhealthy_for_sensitive_groups
57, 76, 31, 29, 17, moderate
99, 94, 50, 23, 18, moderate
150, 101, 41, 26, 15, unhealthy_for_sensitive_groups
168, 50, 47, 12, 6, unhealthy
111, 67, 37, 17, 9, unhealthy_for_sensitive_groups
153, 77, 44, 24, 12, unhealthy
156, 149, 49, 23, 19, unhealthy
237, 64, 54, 10, 7, very_unhealthy
88, 45, 36, 13, 5, moderate
106, 98, 85, 21, 12, unhealthy_for_sensitive_groups
181, 145, 59, 38, 13, unhealthy
218, 62, 45, 21, 7, very_unhealthy
